# Exported by snowmicropyn 1.1.0 (git hash 810911e91ee489585bd69acfc72637e7a61b7dc0)
distance [mm],force [N]
223.5248,0.6687
223.5289,0.5959
223.5330,0.5959
223.5372,0.6025
223.5413,0.5998
223.5454,0.6237
223.5496,0.6157
223.5537,0.6422
223.5578,0.6872
223.5620,0.6833
223.5661,0.6356
223.5702,0.6382
223.5744,0.6502
223.5785,0.6925
223.5826,0.6780
223.5868,0.6422
223.5909,0.6250
223.5950,0.6263
223.5992,0.5826
223.6033,0.6065
223.6074,0.5667
223.6116,0.5734
223.6157,0.5866
223.6198,0.6104
223.6240,0.5945
223.6281,0.6157
223.6322,0.6369
223.6364,0.6396
223.6405,0.6065
223.6446,0.5932
223.6488,0.5919
223.6529,0.5945
223.6570,0.6382
223.6611,0.6356
223.6653,0.6316
223.6694,0.6171
223.6735,0.6303
223.6777,0.6197
223.6818,0.5998
223.6859,0.5932
223.6901,0.5959
223.6942,0.5707
223.6983,0.5628
223.7025,0.5734
223.7066,0.5945
223.7107,0.6131
223.7149,0.5773
223.7190,0.5853
223.7231,0.5826
223.7273,0.5892
223.7314,0.6091
223.7355,0.6237
223.7397,0.5760
223.7438,0.5747
223.7479,0.5601
223.7521,0.5654
223.7562,0.5469
223.7603,0.5469
223.7645,0.5760
223.7686,0.5641
223.7727,0.5972
223.7769,0.6409
223.7810,0.6449
223.7851,0.6608
223.7892,0.6594
223.7934,0.6409
223.7975,0.6184
223.8016,0.6157
223.8058,0.6409
223.8099,0.6541
223.8140,0.6104
223.8182,0.5654
223.8223,0.5522
223.8264,0.5694
223.8306,0.6025
223.8347,0.5945
223.8388,0.5972
223.8430,0.6515
223.8471,0.6462
223.8512,0.5800
223.8554,0.5614
223.8595,0.5813
223.8636,0.5787
223.8678,0.5482
223.8719,0.5588
223.8760,0.5628
223.8802,0.5734
223.8843,0.5720
223.8884,0.5773
223.8926,0.5906
223.8967,0.6051
223.9008,0.5853
223.9049,0.5866
223.9091,0.5840
223.9132,0.5561
223.9173,0.5866
223.9215,0.6263
223.9256,0.5892
223.9297,0.6131
223.9339,0.6104
223.9380,0.5892
223.9421,0.6038
223.9463,0.5429
223.9504,0.5654
223.9545,0.5707
223.9587,0.5773
223.9628,0.5787
223.9669,0.5826
223.9711,0.5932
223.9752,0.5985
223.9793,0.5945
223.9835,0.5932
223.9876,0.6025
223.9917,0.6303
223.9959,0.6356
224.0000,0.6396
224.0041,0.6409
224.0083,0.6409
224.0124,0.6091
224.0165,0.5959
224.0207,0.5694
224.0248,0.5469
224.0289,0.5588
224.0330,0.5959
224.0372,0.5694
224.0413,0.5906
224.0454,0.5985
224.0496,0.5985
224.0537,0.5840
224.0578,0.5747
224.0620,0.5628
224.0661,0.5760
224.0702,0.5826
224.0744,0.6144
224.0785,0.6303
224.0826,0.5945
224.0868,0.5919
224.0909,0.6237
224.0950,0.6171
224.0992,0.6197
224.1033,0.6144
224.1074,0.6396
224.1116,0.6528
224.1157,0.6422
224.1198,0.6038
224.1240,0.6197
224.1281,0.6555
224.1322,0.6647
224.1364,0.6594
224.1405,0.6369
224.1446,0.6555
224.1488,0.6488
224.1529,0.6555
224.1570,0.6793
224.1611,0.6382
224.1653,0.6343
224.1694,0.6051
224.1735,0.5998
224.1777,0.6038
224.1818,0.6263
224.1859,0.6171
224.1901,0.6382
224.1942,0.6488
224.1983,0.6382
224.2025,0.6449
224.2066,0.6541
224.2107,0.6449
224.2149,0.6409
224.2190,0.6502
224.2231,0.6343
224.2273,0.6356
224.2314,0.6369
224.2355,0.6634
224.2397,0.5985
224.2438,0.5747
224.2479,0.5985
224.2521,0.6197
224.2562,0.6051
224.2603,0.6157
224.2645,0.6025
224.2686,0.6131
224.2727,0.6290
224.2769,0.6594
224.2810,0.6488
224.2851,0.6793
224.2892,0.6859
224.2934,0.6369
224.2975,0.6621
224.3016,0.6806
224.3058,0.6793
224.3099,0.7071
224.3140,0.7230
224.3182,0.7097
224.3223,0.6753
224.3264,0.6449
224.3306,0.6859
224.3347,0.6674
224.3388,0.6065
224.3430,0.6197
224.3471,0.6276
224.3512,0.6316
224.3554,0.6409
224.3595,0.6528
224.3636,0.6382
224.3678,0.6555
224.3719,0.6409
224.3760,0.6793
224.3802,0.6713
224.3843,0.6899
224.3884,0.6568
224.3926,0.6687
224.3967,0.6753
224.4008,0.6012
224.4049,0.5548
224.4091,0.5813
224.4132,0.6065
224.4173,0.5826
224.4215,0.6051
224.4256,0.6369
224.4297,0.6594
224.4339,0.6687
224.4380,0.6316
224.4421,0.6700
224.4463,0.6660
224.4504,0.6118
224.4545,0.6488
224.4587,0.6581
224.4628,0.6488
224.4669,0.6727
224.4711,0.6766
224.4752,0.6793
224.4793,0.6925
224.4835,0.6700
224.4876,0.6727
224.4917,0.6833
224.4959,0.6939
224.5000,0.6833
224.5041,0.6992
224.5083,0.6952
224.5124,0.6740
224.5165,0.7018
224.5207,0.7137
224.5248,0.6859
224.5289,0.6647
224.5330,0.6541
224.5372,0.6634
224.5413,0.6992
224.5454,0.6925
224.5496,0.6541
224.5537,0.6541
224.5578,0.6806
224.5620,0.7018
224.5661,0.7283
224.5702,0.7521
224.5744,0.6992
224.5785,0.6793
224.5826,0.6727
224.5868,0.6621
224.5909,0.6594
224.5950,0.6382
224.5992,0.6660
224.6033,0.6939
224.6074,0.7018
224.6116,0.7031
224.6157,0.6819
224.6198,0.6859
224.6240,0.6872
224.6281,0.6502
224.6322,0.6449
224.6364,0.6687
224.6405,0.6859
224.6446,0.6740
224.6488,0.6740
224.6529,0.6912
224.6570,0.6581
224.6611,0.6594
224.6653,0.6263
224.6694,0.6528
224.6735,0.6210
224.6777,0.6276
224.6818,0.6197
224.6859,0.6224
224.6901,0.6078
224.6942,0.5681
224.6983,0.6171
224.7025,0.6515
224.7066,0.6660
224.7107,0.6541
224.7149,0.6833
224.7190,0.6965
224.7231,0.6978
224.7273,0.6872
224.7314,0.6806
224.7355,0.7018
224.7397,0.6939
224.7438,0.7190
224.7479,0.6819
224.7521,0.6753
224.7562,0.7044
224.7603,0.7190
224.7645,0.7071
224.7686,0.6793
224.7727,0.6793
224.7769,0.6819
224.7810,0.6449
224.7851,0.6740
224.7892,0.5932
224.7934,0.6316
224.7975,0.6157
224.8016,0.6382
224.8058,0.6541
224.8099,0.6833
224.8140,0.6660
224.8182,0.6846
224.8223,0.6727
224.8264,0.6329
224.8306,0.6329
224.8347,0.6210
224.8388,0.5972
224.8430,0.6144
224.8471,0.6210
224.8512,0.6396
224.8554,0.6316
224.8595,0.5972
224.8636,0.5866
224.8678,0.6197
224.8719,0.6409
224.8760,0.6621
224.8802,0.6793
224.8843,0.6515
224.8884,0.6065
224.8926,0.5945
224.8967,0.6012
224.9008,0.6104
224.9049,0.5866
224.9091,0.5588
224.9132,0.5760
224.9173,0.5614
224.9215,0.5866
224.9256,0.6025
224.9297,0.6329
224.9339,0.6528
224.9380,0.6276
224.9421,0.6435
224.9463,0.6422
224.9504,0.6356
224.9545,0.6528
224.9587,0.6488
224.9628,0.6608
224.9669,0.6872
224.9711,0.6793
224.9752,0.6608
224.9793,0.6409
224.9835,0.6104
224.9876,0.6303
224.9917,0.6727
224.9959,0.6939
225.0000,0.6488
225.0041,0.6343
225.0083,0.6329
225.0124,0.6157
225.0165,0.6250
225.0207,0.6369
225.0248,0.6462
225.0289,0.6449
225.0330,0.6780
225.0372,0.6740
225.0413,0.6674
225.0454,0.6435
225.0496,0.6409
225.0537,0.6356
225.0578,0.6210
225.0620,0.6329
225.0661,0.6647
225.0702,0.6766
225.0744,0.6766
225.0785,0.6819
225.0826,0.6528
225.0868,0.6568
225.0909,0.6568
225.0950,0.6276
225.0992,0.6316
225.1033,0.6422
225.1074,0.6502
225.1116,0.6753
225.1157,0.6939
225.1198,0.7071
225.1240,0.6899
225.1281,0.6793
225.1322,0.6713
225.1364,0.6886
225.1405,0.7203
225.1446,0.6674
225.1488,0.6713
225.1529,0.6621
225.1570,0.6687
225.1611,0.6806
225.1653,0.7005
225.1694,0.7111
225.1735,0.6939
225.1777,0.6674
225.1818,0.6727
225.1859,0.6753
225.1901,0.6886
225.1942,0.6859
225.1983,0.6925
225.2025,0.7071
225.2066,0.7111
225.2107,0.7111
225.2149,0.7005
225.2190,0.6806
225.2231,0.7071
225.2273,0.7084
225.2314,0.7111
225.2355,0.7084
225.2397,0.7071
225.2438,0.6899
225.2479,0.7270
225.2521,0.7230
225.2562,0.7495
225.2603,0.7323
225.2645,0.7097
225.2686,0.7084
225.2727,0.7150
225.2769,0.7508
225.2810,0.7376
225.2851,0.6859
225.2892,0.6422
225.2934,0.6608
225.2975,0.6488
225.3016,0.6369
225.3058,0.6171
225.3099,0.6091
225.3140,0.6197
225.3182,0.6171
225.3223,0.6210
225.3264,0.5892
225.3306,0.6184
225.3347,0.6634
225.3388,0.6766
225.3430,0.6462
225.3471,0.6608
225.3512,0.6409
225.3554,0.6449
225.3595,0.6674
225.3636,0.6660
225.3678,0.7058
225.3719,0.7230
225.3760,0.7336
225.3802,0.7574
225.3843,0.7813
225.3884,0.7468
225.3926,0.7534
225.3967,0.7508
225.4008,0.7428
225.4049,0.7084
225.4091,0.7164
225.4132,0.7402
225.4173,0.7270
225.4215,0.7190
225.4256,0.7058
225.4297,0.7005
225.4339,0.7455
225.4380,0.7561
225.4421,0.7349
225.4463,0.7349
225.4504,0.7203
225.4545,0.7164
225.4587,0.6343
225.4628,0.6263
225.4669,0.6541
225.4711,0.6568
225.4752,0.6727
225.4793,0.6581
225.4835,0.6872
225.4876,0.7018
225.4917,0.7256
225.4959,0.7799
225.5000,0.7865
225.5041,0.8104
225.5083,0.7667
225.5124,0.7574
225.5165,0.7455
225.5207,0.7865
225.5248,0.8024
225.5289,0.8038
225.5330,0.7865
225.5372,0.7455
225.5413,0.7402
225.5454,0.7508
225.5496,0.7680
225.5537,0.7561
225.5578,0.7190
225.5620,0.7058
225.5661,0.6753
225.5702,0.6952
225.5744,0.7005
225.5785,0.7071
225.5826,0.7455
225.5868,0.7495
225.5909,0.7230
225.5950,0.7256
225.5992,0.7270
225.6033,0.7296
225.6074,0.6780
225.6116,0.6660
225.6157,0.6846
225.6198,0.7150
225.6240,0.6925
225.6281,0.6859
225.6322,0.6753
225.6364,0.6713
225.6405,0.7018
225.6446,0.7548
225.6488,0.6912
225.6529,0.7150
225.6570,0.6992
225.6611,0.7243
225.6653,0.7336
225.6694,0.7468
225.6735,0.7164
225.6777,0.7203
225.6818,0.7031
225.6859,0.7084
225.6901,0.7097
225.6942,0.7402
225.6983,0.7468
225.7025,0.7415
225.7066,0.7203
225.7107,0.7164
225.7149,0.7190
225.7190,0.7428
225.7231,0.7561
225.7273,0.7150
225.7314,0.7362
225.7355,0.6992
225.7397,0.7071
225.7438,0.6859
225.7479,0.6793
225.7521,0.7150
225.7562,0.7230
225.7603,0.7044
225.7645,0.6912
225.7686,0.6806
225.7727,0.6594
225.7769,0.6263
225.7810,0.6263
225.7851,0.6502
225.7892,0.6819
225.7934,0.6687
225.7975,0.7111
225.8016,0.6886
225.8058,0.6780
225.8099,0.7097
225.8140,0.7177
225.8182,0.7270
225.8223,0.6541
225.8264,0.6329
225.8306,0.6713
225.8347,0.6727
225.8388,0.6488
225.8430,0.6555
225.8471,0.6541
225.8512,0.6502
225.8554,0.6224
225.8595,0.5985
225.8636,0.6012
225.8678,0.5972
225.8719,0.5932
225.8760,0.6171
225.8802,0.6329
225.8843,0.6396
225.8884,0.6290
225.8926,0.6528
225.8967,0.6899
225.9008,0.6780
225.9049,0.6263
225.9091,0.6171
225.9132,0.6475
225.9173,0.6780
225.9215,0.6939
225.9256,0.7084
225.9297,0.7005
225.9339,0.6912
225.9380,0.6753
225.9421,0.6939
225.9463,0.6674
225.9504,0.6528
225.9545,0.6700
225.9587,0.6025
225.9628,0.5906
225.9669,0.6065
225.9711,0.6157
225.9752,0.6303
225.9793,0.5932
225.9835,0.5919
225.9876,0.5866
225.9917,0.5840
225.9959,0.6224
226.0000,0.6422
226.0041,0.6515
226.0083,0.6343
226.0124,0.6634
226.0165,0.5985
226.0207,0.6144
226.0248,0.6144
226.0289,0.5959
226.0330,0.5906
226.0372,0.5800
226.0413,0.6091
226.0454,0.6131
226.0496,0.6104
226.0537,0.5840
226.0578,0.5892
226.0620,0.5932
226.0661,0.6051
226.0702,0.6224
226.0744,0.5707
226.0785,0.5879
226.0826,0.5681
226.0868,0.5575
226.0909,0.5469
226.0950,0.5257
226.0992,0.5403
226.1033,0.5548
226.1074,0.5641
226.1116,0.5734
226.1157,0.5707
226.1198,0.5548
226.1240,0.5403
226.1281,0.5363
226.1322,0.5641
226.1364,0.5866
226.1405,0.5826
226.1446,0.5588
226.1488,0.5760
226.1529,0.5800
226.1570,0.5376
226.1611,0.5482
226.1653,0.5628
226.1694,0.5561
226.1735,0.5694
226.1777,0.5747
226.1818,0.5681
226.1859,0.5230
226.1901,0.5058
226.1942,0.5177
226.1983,0.5456
226.2025,0.5495
226.2066,0.5522
226.2107,0.5522
226.2149,0.5124
226.2190,0.5058
226.2231,0.5085
226.2273,0.5085
226.2314,0.5217
226.2355,0.5204
226.2397,0.5456
226.2438,0.5535
226.2479,0.5681
226.2521,0.5508
226.2562,0.5350
226.2603,0.5840
226.2645,0.5826
226.2686,0.5085
226.2727,0.5124
226.2769,0.5456
226.2810,0.5283
226.2851,0.5363
226.2892,0.5906
226.2934,0.5760
226.2975,0.5508
226.3016,0.5694
226.3058,0.5773
226.3099,0.5734
226.3140,0.5945
226.3182,0.6091
226.3223,0.6171
226.3264,0.5892
226.3306,0.6025
226.3347,0.5892
226.3388,0.5985
226.3430,0.6012
226.3471,0.5998
226.3512,0.5906
226.3554,0.5906
226.3595,0.5707
226.3636,0.5892
226.3678,0.6171
226.3719,0.5972
226.3760,0.6038
226.3802,0.6104
226.3843,0.6078
226.3884,0.5919
226.3926,0.6038
226.3967,0.6210
226.4008,0.6435
226.4049,0.6515
226.4091,0.6343
226.4132,0.6369
226.4173,0.6343
226.4215,0.6356
226.4256,0.6276
226.4297,0.6647
226.4339,0.6555
226.4380,0.6647
226.4421,0.6621
226.4463,0.6488
226.4504,0.6674
226.4545,0.6806
226.4587,0.6833
226.4628,0.6912
226.4669,0.6462
226.4711,0.5906
226.4752,0.5892
226.4793,0.6091
226.4835,0.6144
226.4876,0.6091
226.4917,0.5840
226.4959,0.5707
226.5000,0.5932
226.5041,0.6343
226.5083,0.6422
226.5124,0.6343
226.5165,0.6250
226.5207,0.6316
226.5248,0.5892
226.5289,0.5588
226.5330,0.5058
226.5372,0.5389
226.5413,0.5363
226.5454,0.5350
226.5496,0.5575
226.5537,0.5204
226.5578,0.5297
226.5620,0.5416
226.5661,0.5614
226.5702,0.5720
226.5744,0.5892
226.5785,0.6104
226.5826,0.6197
226.5868,0.5972
226.5909,0.5694
226.5950,0.5747
226.5992,0.6065
226.6033,0.5416
226.6074,0.5151
226.6116,0.5389
226.6157,0.5641
226.6198,0.5734
226.6240,0.5734
226.6281,0.5694
226.6322,0.5641
226.6364,0.5257
226.6405,0.5508
226.6446,0.5588
226.6488,0.5641
226.6529,0.5495
226.6570,0.5707
226.6611,0.5998
226.6653,0.6012
226.6694,0.6038
226.6735,0.5416
226.6777,0.5588
226.6818,0.5548
226.6859,0.5667
226.6901,0.5694
226.6942,0.5575
226.6983,0.5588
226.7025,0.5641
226.7066,0.5548
226.7107,0.5694
226.7149,0.5667
226.7190,0.5760
226.7231,0.5734
226.7273,0.5469
226.7314,0.5442
226.7355,0.5482
226.7397,0.5800
226.7438,0.5694
226.7479,0.5707
226.7521,0.6144
226.7562,0.6171
226.7603,0.5945
226.7645,0.6184
226.7686,0.6634
226.7727,0.6541
226.7769,0.6131
226.7810,0.6250
226.7851,0.6197
226.7892,0.6051
226.7934,0.5945
226.7975,0.5919
226.8016,0.6104
226.8058,0.6131
226.8099,0.6290
226.8140,0.6382
226.8182,0.6224
226.8223,0.6012
226.8264,0.6012
226.8306,0.6475
226.8347,0.6462
226.8388,0.6488
226.8430,0.6396
226.8471,0.6224
226.8512,0.6012
226.8554,0.5813
226.8595,0.5813
226.8636,0.5601
226.8678,0.5323
226.8719,0.5522
226.8760,0.5495
226.8802,0.5416
226.8843,0.5350
226.8884,0.5628
226.8926,0.5840
226.8967,0.5959
226.9008,0.6210
226.9049,0.5760
226.9091,0.6065
226.9132,0.6144
226.9173,0.6078
226.9215,0.5985
226.9256,0.5998
226.9297,0.6118
226.9339,0.6250
226.9380,0.5906
226.9421,0.5535
226.9463,0.5959
226.9504,0.5985
226.9545,0.6210
226.9587,0.6422
226.9628,0.6528
226.9669,0.6157
226.9711,0.6078
226.9752,0.5932
226.9793,0.5892
226.9835,0.5813
226.9876,0.5787
226.9917,0.5707
226.9959,0.5998
227.0000,0.5628
227.0041,0.5535
227.0083,0.5628
227.0124,0.5773
227.0165,0.6051
227.0207,0.5760
227.0248,0.4926
227.0289,0.5217
227.0330,0.5310
227.0372,0.5522
227.0413,0.5283
227.0454,0.5469
227.0496,0.5840
227.0537,0.5747
227.0578,0.5760
227.0620,0.6104
227.0661,0.5522
227.0702,0.5456
227.0744,0.5601
227.0785,0.5641
227.0826,0.5416
227.0868,0.5747
227.0909,0.5601
227.0950,0.5641
227.0992,0.5694
227.1033,0.5787
227.1074,0.5813
227.1116,0.5826
227.1157,0.6065
227.1198,0.5985
227.1240,0.5919
227.1281,0.5800
227.1322,0.5177
227.1364,0.5191
227.1405,0.5323
227.1446,0.5138
227.1488,0.5257
227.1529,0.5614
227.1570,0.5694
227.1611,0.5681
227.1653,0.5628
227.1694,0.5720
227.1735,0.5813
227.1777,0.6025
227.1818,0.6237
227.1859,0.6051
227.1901,0.5972
227.1942,0.5879
227.1983,0.5853
227.2025,0.6078
227.2066,0.6104
227.2107,0.6038
227.2149,0.6210
227.2190,0.6171
227.2231,0.6051
227.2273,0.6382
227.2314,0.6250
227.2355,0.6435
227.2397,0.6634
227.2438,0.6594
227.2479,0.6555
227.2521,0.6674
227.2562,0.6740
227.2603,0.6594
227.2645,0.6356
227.2686,0.6435
227.2727,0.6303
227.2768,0.6290
227.2810,0.6515
227.2851,0.6475
227.2892,0.6462
227.2934,0.6316
227.2975,0.6475
227.3016,0.6435
227.3058,0.6475
227.3099,0.6276
227.3140,0.5959
227.3182,0.6197
227.3223,0.6329
227.3264,0.6475
227.3306,0.6303
227.3347,0.5747
227.3388,0.5575
227.3430,0.5879
227.3471,0.5800
227.3512,0.6051
227.3554,0.5654
227.3595,0.5866
227.3636,0.6197
227.3678,0.6356
227.3719,0.6356
227.3760,0.6237
227.3802,0.5959
227.3843,0.5906
227.3884,0.5787
227.3926,0.5681
227.3967,0.5588
227.4008,0.5667
227.4049,0.5667
227.4091,0.5879
227.4132,0.5826
227.4173,0.5681
227.4215,0.5350
227.4256,0.5323
227.4297,0.5601
227.4339,0.5840
227.4380,0.5787
227.4421,0.5456
227.4463,0.5124
227.4504,0.5204
227.4545,0.5389
227.4587,0.5508
227.4628,0.5787
227.4669,0.5840
227.4711,0.5959
227.4752,0.5840
227.4793,0.5747
227.4835,0.5906
227.4876,0.6171
227.4917,0.5972
227.4959,0.5906
227.5000,0.5985
227.5041,0.5906
227.5083,0.6184
227.5124,0.6343
227.5165,0.6157
227.5207,0.6263
227.5248,0.6515
227.5289,0.6568
227.5330,0.6157
227.5372,0.5906
227.5413,0.5906
227.5454,0.5760
227.5496,0.5641
227.5537,0.5720
227.5578,0.5614
227.5620,0.5707
227.5661,0.5919
227.5702,0.6104
227.5744,0.5667
227.5785,0.5747
227.5826,0.5389
227.5868,0.5614
227.5909,0.5985
227.5950,0.6118
227.5992,0.6184
227.6033,0.6091
227.6074,0.5959
227.6116,0.6051
227.6157,0.6131
227.6198,0.6290
227.6240,0.6488
227.6281,0.6316
227.6322,0.5906
227.6364,0.5787
227.6405,0.6290
227.6446,0.6224
227.6488,0.6608
227.6529,0.6806
227.6570,0.6806
227.6611,0.6276
227.6653,0.6409
227.6694,0.6793
227.6735,0.6965
227.6777,0.6780
227.6818,0.6594
227.6859,0.6647
227.6901,0.6740
227.6942,0.6819
227.6983,0.6819
227.7025,0.7044
227.7066,0.6422
227.7107,0.6184
227.7149,0.6118
227.7190,0.5773
227.7231,0.5919
227.7273,0.6197
227.7314,0.6396
227.7355,0.6528
227.7397,0.6276
227.7438,0.5641
227.7479,0.5932
227.7521,0.5919
227.7562,0.6250
227.7603,0.6012
227.7645,0.6502
227.7686,0.6608
227.7727,0.6118
227.7768,0.6051
227.7810,0.6224
227.7851,0.6528
227.7892,0.6859
227.7934,0.7389
227.7975,0.6819
227.8016,0.6197
227.8058,0.6012
227.8099,0.5985
227.8140,0.6038
227.8182,0.6025
227.8223,0.6422
227.8264,0.6608
227.8306,0.6952
227.8347,0.7058
227.8388,0.6846
227.8430,0.6409
227.8471,0.6025
227.8512,0.5866
227.8554,0.6012
227.8595,0.6263
227.8636,0.6104
227.8678,0.6051
227.8719,0.5998
227.8760,0.5985
227.8802,0.6051
227.8843,0.6104
227.8884,0.6276
227.8926,0.6343
227.8967,0.6541
227.9008,0.6462
227.9049,0.6237
227.9091,0.5813
227.9132,0.5787
227.9173,0.5919
227.9215,0.5760
227.9256,0.5919
227.9297,0.5998
227.9339,0.6131
227.9380,0.6210
227.9421,0.6462
227.9463,0.6197
227.9504,0.5892
227.9545,0.6012
227.9587,0.6118
227.9628,0.6515
227.9669,0.6396
227.9711,0.6528
227.9752,0.6396
227.9793,0.6369
227.9835,0.6502
227.9876,0.6409
227.9917,0.6555
227.9959,0.6502
228.0000,0.6647
228.0041,0.6674
228.0083,0.6740
228.0124,0.7005
228.0165,0.6753
228.0207,0.6727
228.0248,0.6541
228.0289,0.6621
228.0330,0.6727
228.0372,0.6780
228.0413,0.6753
228.0454,0.6621
228.0496,0.6806
228.0537,0.6700
228.0578,0.7084
228.0620,0.6819
228.0661,0.6568
228.0702,0.6369
228.0744,0.6793
228.0785,0.6435
228.0826,0.6210
228.0868,0.5482
228.0909,0.5310
228.0950,0.5204
228.0992,0.5442
228.1033,0.5681
228.1074,0.5892
228.1116,0.5919
228.1157,0.6078
228.1198,0.6104
228.1240,0.6237
228.1281,0.6157
228.1322,0.6104
228.1364,0.5826
228.1405,0.5628
228.1446,0.5681
228.1488,0.5800
228.1529,0.5588
228.1570,0.5614
228.1611,0.5787
228.1653,0.5681
228.1694,0.5734
228.1735,0.5734
228.1777,0.5853
228.1818,0.6118
228.1859,0.5866
228.1901,0.5667
228.1942,0.5217
228.1983,0.5601
228.2025,0.6263
228.2066,0.6012
228.2107,0.6025
228.2149,0.5959
228.2190,0.6091
228.2231,0.5840
228.2273,0.5840
228.2314,0.5681
228.2355,0.5813
228.2397,0.6118
228.2438,0.6581
228.2479,0.6462
228.2521,0.6502
228.2562,0.5985
228.2603,0.6051
228.2645,0.6329
228.2686,0.6621
228.2727,0.6435
228.2768,0.6515
228.2810,0.6528
228.2851,0.6263
228.2892,0.6038
228.2934,0.6078
228.2975,0.6356
228.3016,0.6581
228.3058,0.6104
228.3099,0.5985
228.3140,0.5945
228.3182,0.5959
228.3223,0.5892
228.3264,0.5985
228.3306,0.6078
228.3347,0.5800
228.3388,0.5892
228.3430,0.5932
228.3471,0.6144
228.3512,0.5959
228.3554,0.5800
228.3595,0.5707
228.3636,0.5707
228.3678,0.6012
228.3719,0.6104
228.3760,0.6396
228.3802,0.6171
228.3843,0.6224
228.3884,0.6488
228.3926,0.6237
228.3967,0.6250
228.4008,0.6263
228.4049,0.6131
228.4091,0.5919
228.4132,0.5826
228.4173,0.6210
228.4215,0.5720
228.4256,0.5892
228.4297,0.6051
228.4339,0.6396
228.4380,0.6713
228.4421,0.6329
228.4463,0.6422
228.4504,0.6316
228.4545,0.6263
228.4587,0.6276
228.4628,0.6581
228.4669,0.6449
228.4711,0.6475
228.4752,0.6515
228.4793,0.6343
228.4835,0.6118
228.4876,0.6369
228.4917,0.6674
228.4959,0.6660
228.5000,0.6462
228.5041,0.6555
228.5083,0.6171
228.5124,0.6051
228.5165,0.5866
228.5207,0.5879
228.5248,0.5985
228.5289,0.6118
228.5330,0.6250
228.5372,0.6343
228.5413,0.6329
228.5454,0.6237
228.5496,0.6118
228.5537,0.6475
228.5578,0.6263
228.5620,0.6369
228.5661,0.6528
228.5702,0.6210
228.5744,0.6184
228.5785,0.6515
228.5826,0.6555
228.5868,0.6515
228.5909,0.6740
228.5950,0.6952
228.5992,0.6939
228.6033,0.6753
228.6074,0.6515
228.6116,0.6568
228.6157,0.6488
228.6198,0.6488
228.6240,0.6065
228.6281,0.6012
228.6322,0.6091
228.6364,0.6157
228.6405,0.6290
228.6446,0.6356
228.6488,0.6541
228.6529,0.6700
228.6570,0.6700
228.6611,0.6634
228.6653,0.6502
228.6694,0.6502
228.6735,0.6316
228.6777,0.5813
228.6818,0.6025
228.6859,0.5959
228.6901,0.5773
228.6942,0.5998
228.6983,0.6171
228.7025,0.6118
228.7066,0.5840
228.7107,0.5787
228.7149,0.5840
228.7190,0.5853
228.7231,0.5787
228.7273,0.6078
228.7314,0.6157
228.7355,0.5959
228.7397,0.5866
228.7438,0.5998
228.7479,0.5972
228.7521,0.5840
228.7562,0.5628
228.7603,0.5760
228.7645,0.5892
228.7686,0.6157
228.7727,0.6078
228.7768,0.6210
228.7810,0.5959
228.7851,0.6091
228.7892,0.5787
228.7934,0.6104
228.7975,0.6012
228.8016,0.6131
228.8058,0.6290
228.8099,0.5800
228.8140,0.6078
228.8182,0.6118
228.8223,0.6369
228.8264,0.6581
228.8306,0.6343
228.8347,0.6449
228.8388,0.6634
228.8430,0.6541
228.8471,0.6104
228.8512,0.5985
228.8554,0.6290
228.8595,0.5667
228.8636,0.5892
228.8678,0.5734
228.8719,0.5773
228.8760,0.5800
228.8802,0.5747
228.8843,0.5495
228.8884,0.5667
228.8926,0.5601
228.8967,0.5945
228.9008,0.5813
228.9049,0.6078
228.9091,0.5879
228.9132,0.5945
228.9173,0.5998
228.9215,0.6131
228.9256,0.6250
228.9297,0.6210
228.9339,0.6210
228.9380,0.5985
228.9421,0.6012
228.9463,0.5932
228.9504,0.5866
228.9545,0.5840
228.9587,0.5588
228.9628,0.5747
228.9669,0.5681
228.9711,0.5508
228.9752,0.5588
228.9793,0.5244
228.9835,0.5045
228.9876,0.5072
228.9917,0.5270
228.9959,0.5376
229.0000,0.5508
229.0041,0.5469
229.0083,0.5469
229.0124,0.5376
229.0165,0.5323
229.0207,0.5350
229.0248,0.5045
229.0289,0.5072
229.0330,0.5336
229.0372,0.5482
229.0413,0.5654
229.0454,0.5508
229.0496,0.5667
229.0537,0.5270
229.0578,0.5363
229.0620,0.5310
229.0661,0.5654
229.0702,0.5389
229.0744,0.5336
229.0785,0.5151
229.0826,0.5508
229.0868,0.5058
229.0909,0.5151
229.0950,0.5350
229.0992,0.5588
229.1033,0.5667
229.1074,0.5694
229.1116,0.5495
229.1157,0.4860
229.1198,0.5072
229.1240,0.5376
229.1281,0.5561
229.1322,0.5840
229.1364,0.5906
229.1405,0.6210
229.1446,0.6038
229.1488,0.6012
229.1529,0.6078
229.1570,0.5906
229.1611,0.5681
229.1653,0.5879
229.1694,0.5866
229.1735,0.5959
229.1777,0.5919
229.1818,0.6025
229.1859,0.6157
229.1901,0.5813
229.1942,0.6131
229.1983,0.5879
229.2025,0.5866
229.2066,0.5681
229.2107,0.5998
229.2149,0.5892
229.2190,0.6078
229.2231,0.5985
229.2273,0.5932
229.2314,0.6025
229.2355,0.6197
229.2397,0.6343
229.2438,0.6502
229.2479,0.6263
229.2521,0.6276
229.2562,0.5945
229.2603,0.5985
229.2645,0.5866
229.2686,0.5747
229.2727,0.5681
229.2768,0.5403
